Formatted ID,Name,Description,Project,Creation Date,State,Severity,Environment,Resolution,Defect Reported By,ServiceNow_Problem,ServiceNow_Incident,ServiceNow_Problem_Type,Owner,RCA Root Cause US,Iteration,Schedule State,Accepted Date
DE809875,Claim is adjudicated but Audit Rule is still Open after MQ edit denied,"NOTE: Priority/Severity must be entered to proceed.ÿ Also, add a tag indicating which team reported the defect.Build:Branch:ÿExternal Service Test (EST):ÿSA:ÿÿSA Peer Reviewer:ÿSE:ÿSE Reviewer:ÿQE SMEQE:ÿQE Peer Reviewer:ÿPO/SE Mgr.:ÿTech Writer:ÿTesting Impact: <to be enteredÿby SEs if change in code has multiple usages and QE need to do more regression testing on top of story Acceptance Criteria and Scope>Brief Description:ÿClaim is in Adjudicated status, but the Claim Quality Audit Status = Open (claimQualityAuditInstance.auditDispositionStatus = '1') for the audit rule. The status should be Closed when the claim is fully Adjudicated. Please refer attachment for further information. According to Vinodh, the issue is that when a claim is denied via Member Queue, the system is not closing the audit. Member team must update their logic to close the claimQualityAuditInstance record by calling validateClaimAndResolveAuditEdit method.ÿWho is impacted by this story?ÿCirrus Environment(s) impacted: ProdFound in build:ÿShare number of Claims impacted (volume):Claim ID: 202279305, 123109364,166569919, 197017566, 200508802, 202762033, 194020312, 203875596, 203986829, 204029833Steps to Recreate or can this be replicated?ÿExpected Cirrus Behavior: claimQualityAuditInstance should be closed if claim is in Adjudicated statusActual Cirrus Behavior: claimQualityAuditInstance is open when claim is in Adjudicated statusIs there any further documentation to attach?ÿConfiguration Impact (add/Remove/Change):Requirement ID:ÿService Now Incident:ÿImpacted Adjudication Flow Link:",QIB - Member,30-11-2023,Open,3-Medium,Production,Design/Code Change,Customer Reported,PRB1420331,,Incident,,,,Defined,
DE809351,Fix flaky MemberBenefitInsuringRuleServiceSpec which may be system-date-sensitive to failure,"The following test was found failing in Develop as of 11/29/23 and so was ignored. This needs attention particularly in the event that the root cause may be the system date and revealing a use case indicative of a real production defect. It of course may also just be the test itself that is flawed. Certainly any test that fails based on the date/time that it is run has a weakness to improve upon regardless.ÿÿThis test was failed on 11/29/2023, we set birthdate 92 days away (2/29/2024) minus 26 years, should be 02/29/1998, but 1998 only have 28 days in Feb. The birthday actually was set to 02/28/1998, after 26 years, the birth day 02/28/2024 is exactly 91 days away from today, so the OAD maxed out, changed to 99 days to make sure not max out. This only happens every 4 years when next year is leap year on 11/29. Pass this day, this unit test is fine.ÿÿ",incrEDIbles,29-11-2023,Closed,3-Medium,,,Internally Reported,,,,,,2023.PI47.4,Accepted,30-11-2023
DE809052,[TEST only] (SIT - Observation 2) - Cannot Delete Member Group Custom Attribute Value during RST,"DE801919/DE809052Reported by Momina SyedTriaged by Kyle LubrantDev: Bhanupriya BaleraoDefect branch: defect/bb1005/DE801919_Fix_MemGroupCustomAttribValue_Delete_RSTPR: ÿhttps://github.com/uhc-tech-employer-individual/cirrus-apps_cirrus-core/pull/1381ÿCode Reviewer: Simon YawinTesting branch (contains fixes for both DE801919 and DE801920): defect/syawin/DE801920-Cannot_TERM_CAV_RSTQE: Sonia MehtaPO: TJ DavisÿDescription:ÿRST cannot process memberCustomAttributeValueAction DELETE as expected when members are assigned to the custom attribute value.Momina reported issue based on SIT Testing Scenario that was tested in Alpha, please reach out to her for specifics of test case, when needed.ÿSee original US scope for memGroupCustomAttributeValue BL validations:US4366316: (Dev only) Add logical delete for memGroupCustomAttribute and memGroupCustomAttributeValue records/UIsÿUse below to locate group and payload in Alpha:Env: AlphaTransaction Run Date: 11/6/23Transaction ID: 39db4553-edb7-4bf5-a702-1e87f4f4ae24MG ID: 4313677ÿTechnical Detail:Exception occurs on RST API path during memberCustomAttributeValueAction DELETE processing, due to a BL validation (see below: existsMembersAssignedForAttributeValue) that was previously implemented to prevent deletion when subsAffilAttrib records are using that custom attribute valueMember Group Custom Attribute Value delete paths hit same BL method:com.optum.cirrus.legacy.core.membergroup.businesslogic.impl.MemGroupCustomAttributeValueImpl#validateDeletecom.optum.cirrus.legacy.core.membergroup.businesslogic.impl.MemGroupCustomAttributeValueImpl#existsMembersAssignedForAttributeValue-> UI path should continue to prevent delete of custom attribute value when custom attribute value assigned to a subsAffilAttrib recordÿÿÿÿÿÿÿÿÿÿÿand display following error: ERR60759=Cannot delete Member Group Custom Attribute Value Record with members assigned.-> RST path should allow custom attribute value delete REGARDLESS of whether custom attribute value is assigned to a subsAffilAttrib record or notÿSuggested fix:Move contents of validateDelete method out of MemGroupCustomAttributeValueImpl Business Logic and into MemGroupCustomAttributeValue UI Service, so validation is continues to occur on UI path, but no longer on API pathÿÿÿÿÿ",Sandman,29-11-2023,Submitted,3-Minor Problem,,Design/Code Change,Internally Reported,,,,Balerao Bhanupriya,,2023.PI47.4,Accepted,29-11-2023
DE809040,[TEST only] (SIT - Observation 3) Cannot TERM Member Group Custom Attribute Value during RST,"DE801920/DE809040Reported by Momina SyedTriaged by Kyle LubrantDev: Simon YawinDefect branch: defect/syawin/DE801920-Cannot_TERM_CAV_RSTPR: https://github.com/uhc-tech-employer-individual/cirrus-apps_cirrus-core/pull/1380QE: Sonia MehtaTesting branch (contains fixes for both DE801919 and DE801920): defect/syawin/DE801920-Cannot_TERM_CAV_RSTPO: TJ DavisÿDescription:ÿRST cannot process memberCustomAttributeValueAction TERM as expected when members are assigned to the custom attribute value.Momina reported issue based on SIT Testing Scenario that was tested in Alpha, please reach out to her for specifics of test case, when needed.ÿSee original US scope for memGroupCustomAttributeValue BL validations:US4356884: (Dev only) Add validation to restrict changes to some of the fields on memGroupCustomAttribute and memGroupCustomAttributeValue Tables if Members are currently assignedÿUse below to locate group and payload in Alpha:Env: AlphaTransaction Run Date: 11/8/23Transaction ID: 6e17842d-b230-44ca-89f3-3997739ca6fdMG ID: 4318459ÿTechnical Detail:Exception occurs on RST API path during memberCustomAttributeValueAction TERM processing, due to a BL validation (see below: validateChangesWhereMembersAssigned) that was previously implemented to prevent updates to expirationDate when subsAffilAttrib records exist that would be outside updated custom attribute value date range if update was allowed to completeÿMember Group Custom Attribute Value term path and update path hit following BL method:com.optum.cirrus.legacy.core.membergroup.businesslogic.impl.MemGroupCustomAttributeValueImpl#validateInternalcom.optum.cirrus.legacy.core.membergroup.businesslogic.impl.MemGroupCustomAttributeValueImpl#validateChangesWhereMembersAssigned-> UI path should continue to prevent update to expirationDate which results in a subsAffilAttrib record being outside date range of updated custom attribute value date range and display ERR60757=Error: cannot make this edit when member(s) are assigned to the Subs Affiliation Attribute Record.-> RST path should allow custom attribute value expirationDate to be updated during TERM action regardless of whether subsAffilAttrib record will be outside custom attribute value date range or notÿSuggested fix:Move validateChangesWhereMembersAssigned method out of MemGroupCustomAttributeValueImpl Business Logic and into MemGroupCustomAttributeValue UI Service, so validation is continues to occur on UI path, but no longer occurs on API pathÿÿ",Sandman,29-11-2023,Submitted,3-Minor Problem,,Design/Code Change,Internally Reported,,,,Simon Yawin,,2023.PI47.4,Accepted,29-11-2023
DE808587,(duplicates US6626867) The system will not activate the group contract in cirrus.   Getting error message: The application reported the following error message,"The system will not activate the group contract in cirrus. Getting error message: The application reported the following error message: Last Form Transaction ID = b3857a50-f354-4103-b62b-9382ff4e525c. Contract is in validation status with no errors. Product entered by customer:===11/19/23I (Long Chen) found it from an inc(INC34568467).ÿWhen activating a AD&D CO, there is NullPointerException on Echo and Prod.Reason: Based on Luke Zaccaro, the caller was trying to activate an AD&D contractOption that isn't marked as a Sub Contract Option.Temporary workAround: They need to make sure the option is marked Sub Mandatory, and then make sure they connect it to the correct Basic Life Plan Option through the plnRelation. That will allow them to properly activate.We need to add proper error message instead of throwing NPE in this scenario.ÿPlease check with Luke Zacaro for details.ÿLogs:classÿjava.lang.RuntimeException:<BR>java.lang.RuntimeException:ÿjava.lang.NullPointerExceptionÿÿÿÿatÿcom.optum.ocf.web.controller.HttpController.lambda$0(HttpController.java:383)ÿÿÿÿatÿcom.optum.cirrus.multitenancy.internal.core.impl.TenantExecutorServiceImpl.execute(TenantExecutorServiceImpl.java:30)ÿÿÿÿatÿcom.optum.cirrus.multitenancy.internal.core.impl.DefaultHttpControllerTenantCallback.executeAction(DefaultHttpControllerTenantCallback.java:30)ÿÿÿÿatÿcom.optum.ocf.web.controller.HttpController.executeAction(HttpController.java:392)ÿÿÿÿatÿcom.optum.ocf.web.controller.HttpController.executeAction(HttpController.java:368)ÿÿÿÿatÿcom.optum.ocf.web.controller.HttpController.handleRequest(HttpController.java:205)ÿÿÿÿatÿcom.optum.ocf.web.controller.HttpController.handleRequest(HttpController.java:174)ÿÿÿÿatÿorg.springframework.web.servlet.mvc.SimpleControllerHandlerAdapter.handle(SimpleControllerHandlerAdapter.java:51)ÿÿÿÿatÿorg.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1072)ÿÿÿÿatÿorg.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:965)ÿÿÿÿatÿorg.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)ÿÿÿÿatÿorg.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909)ÿÿÿÿatÿjavax.servlet.http.HttpServlet.service(HttpServlet.java:681)ÿÿÿÿatÿorg.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)ÿÿÿÿatÿjavax.servlet.http.HttpServlet.service(HttpServlet.java:764)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)ÿÿÿÿatÿcom.optum.cirrus.common.core.messaging.health.impl.HealthCheckFilterLatch.doFilter(HealthCheckFilterLatch.java:45)ÿÿÿÿatÿorg.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:354)ÿÿÿÿatÿorg.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:267)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)ÿÿÿÿatÿcom.optum.ocf.web.filter.HttpCacheControlFilter.doFilter(HttpCacheControlFilter.java:75)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)ÿÿÿÿatÿcom.optum.ocf.web.filter.GenericCatchAllResponseHeaderFilter.doFilter(GenericCatchAllResponseHeaderFilter.java:55)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)ÿÿÿÿatÿcom.optum.ocf.web.filter.ClickJackFilter.doFilter(ClickJackFilter.java:27)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)ÿÿÿÿatÿcom.optum.ocf.web.filter.XssFilter.doFilter(XssFilter.java:32)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)ÿÿÿÿatÿorg.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)ÿÿÿÿatÿorg.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197)ÿÿÿÿatÿorg.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)ÿÿÿÿatÿorg.redisson.tomcat.UsageValve.invoke(UsageValve.java:71)ÿÿÿÿatÿorg.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:543)ÿÿÿÿatÿorg.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)ÿÿÿÿatÿorg.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)ÿÿÿÿatÿorg.apache.catalina.valves.AbstractAccessLogValve.invoke(AbstractAccessLogValve.java:698)ÿÿÿÿatÿorg.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)ÿÿÿÿatÿorg.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:367)ÿÿÿÿatÿorg.apache.coyote.http11.Http11Processor.service(Http11Processor.java:639)ÿÿÿÿatÿorg.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)ÿÿÿÿatÿorg.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:882)ÿÿÿÿatÿorg.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1647)ÿÿÿÿatÿorg.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)ÿÿÿÿatÿorg.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)ÿÿÿÿatÿorg.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)ÿÿÿÿatÿorg.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)ÿÿÿÿatÿjava.lang.Thread.run(Thread.java:750)Causedÿby:ÿjava.lang.NullPointerExceptionÿÿÿÿatÿcom.optum.cirrus.legacy.core.membergroup.businesslogic.service.impl.MemGroupContractPlanOptGIAmountSyncingServiceImpl.getPrimaryPlanOptionVO(MemGroupContractPlanOptGIAmountSyncingServiceImpl.java:196)ÿÿÿÿatÿcom.optum.cirrus.legacy.core.membergroup.businesslogic.service.impl.MemGroupContractPlanOptGIAmountSyncingServiceImpl.execute(MemGroupContractPlanOptGIAmountSyncingServiceImpl.java:79)ÿÿÿÿatÿsun.reflect.NativeMethodAccessorImpl.invoke0(NativeÿMethod)ÿÿÿÿatÿsun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)ÿÿÿÿatÿsun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)ÿÿÿÿatÿjava.lang.reflect.Method.invoke(Method.java:498)ÿÿÿÿatÿorg.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:344)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:198)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)ÿÿÿÿatÿcom.optum.cirrus.web.spring.interceptor.EmptySpringTxIdentifyingMethodInterceptor.invoke(EmptySpringTxIdentifyingMethodInterceptor.java:53)ÿÿÿÿatÿcom.optum.cirrus.web.spring.interceptor.EmptySpringTxLoggingConfiguration.lambda$0(EmptySpringTxLoggingConfiguration.java:41)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)ÿÿÿÿatÿcom.optum.ocf.dao.transaction.support.RabbitTxSynchronizationConsolidatingMethodInterceptor.invoke(RabbitTxSynchronizationConsolidatingMethodInterceptor.java:86)ÿÿÿÿatÿcom.optum.ocf.dao.spring.DaoDataSourceDefinitionConfiguration.lambda$rabbitTxSynchronizationConsolidatingTransactionAdvisor$3(DaoDataSourceDefinitionConfiguration.java:253)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)ÿÿÿÿatÿorg.springframework.transaction.interceptor.TransactionInterceptor$1.proceedWithInvocation(TransactionInterceptor.java:123)ÿÿÿÿatÿorg.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction(TransactionAspectSupport.java:388)ÿÿÿÿatÿorg.springframework.transaction.interceptor.TransactionInterceptor.invoke(TransactionInterceptor.java:119)ÿÿÿÿatÿcom.optum.ocf.dao.transaction.interceptor.DefaultTransactionInterceptor.invoke(DefaultTransactionInterceptor.java:143)ÿÿÿÿatÿcom.optum.ocf.dao.spring.DaoDataSourceDefinitionConfiguration.lambda$ocfTransactionAdvisor$2(DaoDataSourceDefinitionConfiguration.java:232)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)ÿÿÿÿatÿorg.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:97)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)ÿÿÿÿatÿorg.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:220)ÿÿÿÿatÿcom.sun.proxy.$Proxy6753.execute(UnknownÿSource)ÿÿÿÿatÿcom.optum.cirrus.legacy.core.membergroup.contract.activation.businesslogic.impl.MemGroupContractOptActivationServiceImpl.activate(MemGroupContractOptActivationServiceImpl.java:153)ÿÿÿÿatÿsun.reflect.NativeMethodAccessorImpl.invoke0(NativeÿMethod)ÿÿÿÿatÿsun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)ÿÿÿÿatÿsun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)ÿÿÿÿatÿjava.lang.reflect.Method.invoke(Method.java:498)ÿÿÿÿatÿorg.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:344)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:198)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)ÿÿÿÿatÿcom.optum.cirrus.web.spring.interceptor.EmptySpringTxIdentifyingMethodInterceptor.invoke(EmptySpringTxIdentifyingMethodInterceptor.java:53)ÿÿÿÿatÿcom.optum.cirrus.web.spring.interceptor.EmptySpringTxLoggingConfiguration.lambda$0(EmptySpringTxLoggingConfiguration.java:41)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)ÿÿÿÿatÿcom.optum.ocf.dao.transaction.support.RabbitTxSynchronizationConsolidatingMethodInterceptor.invoke(RabbitTxSynchronizationConsolidatingMethodInterceptor.java:86)ÿÿÿÿatÿcom.optum.ocf.dao.spring.DaoDataSourceDefinitionConfiguration.lambda$rabbitTxSynchronizationConsolidatingTransactionAdvisor$3(DaoDataSourceDefinitionConfiguration.java:253)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)ÿÿÿÿatÿorg.springframework.transaction.interceptor.TransactionInterceptor$1.proceedWithInvocation(TransactionInterceptor.java:123)ÿÿÿÿatÿorg.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction(TransactionAspectSupport.java:388)ÿÿÿÿatÿorg.springframework.transaction.interceptor.TransactionInterceptor.invoke(TransactionInterceptor.java:119)ÿÿÿÿatÿcom.optum.ocf.dao.transaction.interceptor.DefaultTransactionInterceptor.invoke(DefaultTransactionInterceptor.java:143)ÿÿÿÿatÿcom.optum.ocf.dao.spring.DaoDataSourceDefinitionConfiguration.lambda$ocfTransactionAdvisor$2(DaoDataSourceDefinitionConfiguration.java:232)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)ÿÿÿÿatÿorg.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:97)ÿÿÿÿatÿorg.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)ÿÿÿÿatÿorg.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:220)ÿÿÿÿatÿcom.sun.proxy.$Proxy6754.activate(UnknownÿSource)ÿÿÿÿatÿcom.optum.cirrus.controller.membergroup.MemGroupContractOptController.activateMemGroupContractOpt(MemGroupContractOptController.java:294)ÿÿÿÿatÿsun.reflect.NativeMethodAccessorImpl.invoke0(NativeÿMethod)ÿÿÿÿatÿsun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)ÿÿÿÿatÿsun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)ÿÿÿÿatÿjava.lang.reflect.Method.invoke(Method.java:498)ÿÿÿÿatÿcom.optum.ocf.web.controller.HttpController.lambda$0(HttpController.java:378)ÿÿÿÿ...ÿ51ÿmore",Heimdalls,28-11-2023,Submitted,3-Minor Problem,,Duplicate,Internally Reported,88e9e8e1877a759483622178dabb353c,,Incident,,,2024.PI48.3,Accepted,14-02-2024
DE808049,Adding FPP for AD&D via CCv3 (Alpha),"Note: Defect DE808049 is created to fix the issueÿÿAnalyst: Angish MebrahtuIssue: contract option validation rule failure.ÿThe pricing combination of OriginalSourceSystemID = 4348076-4348076-202311211357 and OriginalSourceSystemType = OBM is assigned to a one-member group -ÿÿhowever, the cirrus validation rule thinks the combinations are assigned to more than one member group, thus throws an error. DB queried table memGroupExternalID for the combination of the particular pricing originalSourceSystemID to originalSourceSystemType shows only one member group, no other member group is involved.ÿselect *ÿfrom memgroupexternalidÿwhere originalSourceSystemID =ÿ'4348076-4348076-202311211357'ÿand originalSourceSystemType =ÿ'OBM';ÿÿÿReported by: Insogna, Matthew <matthew_insogna@optum.com>Env: AlphaÿWe are successful add a AD&D contract option, However, it looks like it validated without errors, but it can not activate. If we try to activate via UI, we get an error.ÿCCv3 - 43d519f9-ddfa-42b6-9486-e2bd4a9ffad3Contract Option Activation - 2a013064-d282-4c51-9af6-9a716b45b850MG - 4348076ÿ",Heimdalls,28-11-2023,Submitted,3-Medium,,,Internally Reported,,,,,,,Refining,
DE807851,Fix flaky MemberBenefitInsuringRuleServiceSpec,"PR: https://github.com/uhc-tech-employer-individual/cirrus-apps_cirrus-core/pull/1414ÿThis flaky test was Ignored and pushed to Develop and 1.312 branch both. Please unignore and repair (Develop alone is fine). The orignal commit to ignore is found on: refactor/lfabyans/ignore-flaky-failing-MemberBenefitInsuringRuleServiceSpec, commit hash: acc93769ÿIf this repair involves changing any production code, please escalate to Logan as it may then qualify for 1.312 escalation to Prod, 12/8.ÿFailuresClass NameTest NameJobWhitelisted ByWhitelisted OnOwner EmailUser Story / Defect12com.optum.cirrus.member.core.memberbenefit.businesslogic.service.impl.MemberBenefitInsuringRuleServiceSpectest applyWaitPeriodToSubscriberCustomRehire - memGroupCtrctOptInsRuleCstmVO is null, memGroupCtrctOptPopInsRuleCstmVO is present - derived from custom opt pop ins rule level - duration type week - FOFM after specified durationbuild-cirrus-coreÿÿÿÿÿ",QIB - Rogue,27-11-2023,Submitted,3-Medium,,,Internally Reported,,,,Joseph Anderson,,2023.PI47.4,Accepted,29-11-2023
DE807669,billGroupDtlInvSetting level TERMs and Deletes must be processed before ADDs,Dev: Shashwat DevReviewer:ÿBalamurugun RamadossQE: RangaBranch: defect/sdev6/DE807669_billGroupDtlInvSetting_TERM_DELETE_before_ADDPR: https://github.com/uhc-tech-employer-individual/cirrus-apps_cirrus-core/pull/1460ÿDefect Description - A billGroupDtlInvSetting Record is being TERM'd and a new billGroupDtlInvSetting is being ADDed with the effectiveDate as Term Date + 1 day under the same billGroupDtlInv Record through CC V3 RST RequestÿActual Results - Getting an error that the billGroupDtlInvSetting already exists for the same or overlapping timelineÿÿExpected Results - The new billGroupDtlInvSetting Record gets added and the existing billGroupDtlInvSetting Record gets Term'd successfully without any errorsÿRoot Cause - It looks like the billGroupDtlInvSetting level ADD was processed first before processing the TERM of the existing billGroupDtlInvSetting Record. The logic must be updated to process TERMs and DELETEs first and then ADDs,Sandman,27-11-2023,Submitted,3-Medium,,Requirements Changed,Internally Reported,,,,Shashwat Dev,,2023.PI47.5,Accepted,02-01-2024
DE806949,SPIKE - Support - Member Group Delete Request,"SA: Rishi KardamÿIssue Description:Request for removal/cancellation of duplicate Cirrus member groups. These duplicates were a result of datacenter issues on 6/27/2023. Below is the list of 51 member group IDs for which the name, tax ID, member group external ID, and contract(s) need to be removed in order to disassociate from existing member groups that have the same group name, tax ID and external ID.ÿSpike Notes:This will be done via the Member Group Delete Utility on Cirrus. No dev work or scripting needed at this time. Incident ticket INC36048930 was created to request this deletion to be performed by the operations team. If any member groups fail to delete, a report of these will be provided and deleted a different way.ÿIncident: INC36048930ÿMember Group IDs to Remove:15329481532981153298215330151533019153304215330501533090153349015335531533564153356615335911533594153363415336451533664153369715337101533714153374415337531533833153385015339011533902153392215339341533941153396015339731533983153402215340481534049153405215340821534157153420615342231534226153423015342311534282153431815343191534329153436015343741534375153438315344281534436153480515348391534882ÿ",QIB - Rogue,22-11-2023,Open,3-Minor Problem,,,Internally Reported,45c399634726f5d46569e651516d436e,INC36048930,Incident,Logan Fabyanske,,2024.PI48.4,Accepted,11-03-2024
DE806822,MEQ: New Error Queue UI - Member Search not working,"ÿSA: Laura Wanie (Stromberg)TA:ÿDev: ÿAnushka SrivastavaBranch:ÿPR:TR:QE:ÿPO: Nancy McPhersonArchitect: Jeff Wellan---------------------------------ÿ1/4: LW: Not a defect - working as designed. F1189335 has been opened to change the functionality.ÿÿDescription: As a user of the Membership Error Queue, I need the Member Search to correctly fetch members when entering in various criteria. Currently, if we search by first and last name, or SSN in the Member Search (look up from Member ID), even if there is data in the enrollEditQueue and enrollEditQueueAttribute tables for errors for that member.ÿÿDetails:Environment: StageError Code: ERR040452Member Name: CofelAyoub FaidLoic - no member ID yetMember Group ID: 1001636815Data is available in both memberEnrollmentErrorQueue and enrollEditQueueAttribute tablesÿWorkaround: Search by criteria other than Name - by using Message Code and Member Group in above example, I was able to fetch the results for the error of this member.ÿÿSteps to Recreate:Locate error on a member without a Member ID (note - this issue may apply to members WITH an ID as well -tbd)ÿVerify details of the error are in the memberEnrollmentErrorQueue tableVerify details of same error are present in enrollEditQueueAttribute tableNavigate to Membership Enrollment Error Queue UI (new)Search for that same error, using the Member ID lookup - Member Search - enter First and Last NameNeed to ensure ALL fields in the Member Search popup are working properly - such as SSN, Member ID, DOB, etc.Expected Results: User is able to see name display in the results in the Member Search, then can select the member and perform the queue search to retrieve the corresponding errorsActual Results: Member Search retrieves no results - user cannot correctly search for the error. User should be able to retrieve a member even if they do not have a member ID yet.ÿÿExample below in Stage:Error exists with member name: CofelAyoub FaidLoic, with no member ID yetNo results are found by searching first and last name in the Member Search, therefore a user cannot retrieve the error in the queue by using this method.ÿÿHowever, results ARE present in the Membership Error Queue UI - by using different search criteria:ÿ",QIB - Shazam,22-11-2023,Closed,3-Medium,Staging,Converted,Internally Reported,,,,Anushka Srivastava,,2023.PI47.5,Accepted,04-01-2024
